id,title,type,score,status,volumes,chapters,synopsis,picture_url,web_url,title_english
424,InuYasha,manga,7.85,finished,56,558,"Kagome Higurashi's ordinary life comes to an abrupt halt when a demon drags her deep into a well, transporting her five hundred years into the past. In this era, Kagome quickly learns two things: demons walk amongst humans and she has unknowingly brought a dangerous object from her worldâ€”a marble-sized sphere known as the Shikon Jewel. This unusual orb brings tremendous power to any demon who has it in their possession, and Kagome is an easy target for anyone determined enough to steal it.

While in a fight with a demon, a hasty attempt to fend it off causes Kagome to accidentally shatter the jewel, sending countless pieces of it all over feudal Japan. She soon learns the grave consequences of her actions when she must work with the half-demon Inuyasha to collect all the pieces of the jewel before they fall into the wrong hands.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/262295l.jpg,https://myanimelist.net/manga/676/InuYasha,InuYasha
425,Sousei no Onmyouji,manga,7.92,currently_publishing,,,"For centuries, terrifying creaturesâ€”known as ""Kegare""â€”from the parallel realm Magano have wreaked havoc throughout Japan. The brave men and women resisting their onslaught are secretive exorcists whose one and only goal is to eradicate all the Kegare. 

In the present day, 14-year-old Rokuro Enmadou is a talented and powerful exorcist. However, a tragic event in the past caused him to resent exorcists and give up his dream of becoming the strongest. In stark contrast to him, Benio Adashino is a beautiful and prodigious exorcist of the same age who carries the hopes and dreams of all people. 

These two teenagers, despite their differences, are the prophesied ""Twin Star Exorcists"": the two people destined to give birth to the Mikoâ€”the exorcist who will vanquish the Kegare and cleanse the world of all impurities. But as the adolescents are both far from maturity, let alone adulthood, only hardships and trials await the unlikely heroes. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/188935l.jpg,https://myanimelist.net/manga/60511/Sousei_no_Onmyouji,Twin Star Exorcists
426,07-Ghost,manga,7.93,finished,17,100,"The students of the Barsburg Empire's Military Academy are trained to become capable fighters who will serve as the empire's newest soldiers. Every year, five hundred students take a graduation exam, where only 20 can pass to become honorable ""begleiters,"" a position equivalent to assistant executive officers. Students fight their enemies by using ""zaiphon,"" God-given abilities that take different forms depending on the individual.

Teito Klein, the academy chairman's favorite student, is belittled by his peers due to his previous status as a slave. Despite being unable to fully remember his past, Teito's cheerful best friend, Mikage Celestine, stays by his side. After the two undergo the exam, Teito recalls small pieces of a long-forgotten memory, causing him to instinctively attack the chief-of-staff, Ayanami.

Subdued for his insubordination, Teito is imprisoned for further questioning. But with the help of Mikage, Teito escapes to the Barsburg Church in the empire's Seventh District. As he struggles to escape the clutches of the Barsburg Empire's military, he unveils the memories that lie within him and learns about a compelling power that roams in the shadows of the empire.

[Written by MAL Rewrite]

Included one-shot:
Volume 17: Seven Ghosts (pilot)",https://cdn.myanimelist.net/images/manga/2/21417l.jpg,https://myanimelist.net/manga/1349/07-Ghost,07-Ghost
427,Suki tte Ii na yo.,manga,7.85,finished,18,73,"After several incidents during her childhood that involved bullying, 16-year-old Mei Tachibana decided that she did not need friends as they would only ever end up hurting her. She is the exact opposite of Yamato Kurosawaâ€”the most popular boy at school. Having dated several girls in their year already, Yamato is a flirt who gets along with everyone he meets. Mei's aloof demeanor immediately catches Yamato's attention, who vows to become her friend no matter what.

After a tense situation where Yamato protects her from a stalker at night, Mei believes that she is developing feelings for him. Soon enough, the two teens find themselves in an unlikely relationship together, much to the dismay of Mei and her jealous classmates. As they grow closer, Mei will need to determine whether or not her affection is genuine and if she has the courage to say ""I love you.""

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/198567l.jpg,https://myanimelist.net/manga/11767/Suki_tte_Ii_na_yo,Say I Love You.
428,Kanata kara,manga,8.36,finished,14,57,"On her way home from school one day, Noriko is unexpectedly plunged into a strange and extraordinary fantasy world. Her troubles compound exponentially when she is rescued and befriended by a handsome young man by the name of Izark. He may be brave and courageous, but inside Izark lurks the darkest evil imaginable. And according to an ancient prophecy, Noriko possesses the power to unleash that evil. Now, inexorably bound together, these two unlikely allies must navigate a world both wondrous and hostile. 

(Source: VIZ Media)",https://cdn.myanimelist.net/images/manga/1/185863l.jpg,https://myanimelist.net/manga/923/Kanata_kara,From Far Away
429,Ran to Haiiro no Sekai,manga,8.17,finished,7,51,"Aspiring little sorceress Ran Uruma feels frustrated as she frantically searches for her favorite pair of shoes. Despite her being just an elementary school child, those particular shoes allow her to transform into the body of an adult. Ran teems with magical potential but has yet to learn how to control it. Knowing this, her beast sorcerer brother Jin hides the shoes until she completes cleaning their house.

Ran's mother Shizuka is one of the most powerful sorceresses to exist and must live far from home to look after the city. Head of their family and of all sorcerers, Zen is also often away attending business and has to leave Jin in charge of the household. Ran can be quite difficult to handle and only a single pair of eyes isn't enough to keep tabs on her every mischief. With the freedom she gets while no one's restricting her, Ran explores the magical abilities that drive her toward many fascinating adventures.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/152107l.jpg,https://myanimelist.net/manga/22986/Ran_to_Haiiro_no_Sekai,Ran and the Gray World
430,Hachimitsu to Clover,manga,8.29,finished,10,71,"Takemoto lives in a run down student apartment, where his greatest worry is when he'll next be able to afford to eat meat and whether he'll get to class on time. Although he's away from home and living on his own, Takemoto is far from finished growing up. Along with his crazy cast of friends, Morita, Mayama, Yamada, and Hagumi, Takemoto sets out to discover life and his true self.

(Source: VIZ Media)

Included one-shots:
Volume 10: Sora no Kotori, Hoshi no Opera",https://cdn.myanimelist.net/images/manga/3/184591l.jpg,https://myanimelist.net/manga/1009/Hachimitsu_to_Clover,Honey and Clover
431,Shonan Junai Gumi!,manga,8.25,finished,31,267,"Eikichi Onizuka and Ryuuji Danma are members of infamous biker gang, Oni Baku. When not out riding around, they can be found in school, trying to pick up young women. This is the story of the young Onizuka, who would later become the greatest teacher in Japan.

(Source: ANN) ",https://cdn.myanimelist.net/images/manga/2/216051l.jpg,https://myanimelist.net/manga/445/Shonan_Junai_Gumi,GTO: The Early Years
432,To LOVE-Ru Darkness,manga,7.86,finished,18,100,"Rito Yuuki remains unsuccessful and indecisive with his love for his crush, Haruna Sairenji, and the alien princess, Lala Satalin Deviluke. Meanwhile, Lala's little sister Momo also falls in love with Rito and works on building a harem for him in hopes of giving herself a place in Rito's love life.

To do so she enrolls in his school to secretly support all of Rito's love interests and even attempts to find him more, including the recently enrolled alien assassin Konjiki no Yami, also known as  ""Yami,"" who puts off her next bounty because of him. However, Kurosaki Mea, Yami's little sister, intends for Yami to return to being an assassin.

To LOVE-Ru Darkness continues from the events of To LOVE-Ru with new girls, new foes, and even more lewd moments.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/253547l.jpg,https://myanimelist.net/manga/22519/To_LOVE-Ru_Darkness,To Love Ru: Darkness
433,Ping Pong,manga,8.48,finished,5,55,"Makoto Tsukimoto (nicknamed Smile) is a quiet high schooler who's been friends with the loud and energetic Yutaka Hoshino (nicknamed Peco) since childhood. They're both in the local table tennis club and both have a natural talent for it, although Smile's personality always prevents him from winning against Peco. The club teacher, however, notices Smile's talent and tries to make him gain some sportive tenacity.

(Source: ANN, edited)",https://cdn.myanimelist.net/images/manga/2/151416l.jpg,https://myanimelist.net/manga/5744/Ping_Pong,
434,Rave,manga,7.86,finished,35,298,"Fifty years ago, the wielders of the sacred Rave stones fought against an onslaught caused by demon stones called Dark Bring. This war resulted in an explosion known as ""Overdrive""â€”a blast so powerful that it sent the Dark Bring into a deep slumber and scattered the pieces of Rave across the world.

In the present, Haru Glory lives a peaceful life on Garage Island until one day, he catches the creature Plue while fishing. Plue is later recognized by Shiba Roses, an old man who happens to be the original Rave Master. Shiba explains that the Dark Bring has resurfaced, and that to stop it, assembling the scattered parts of Rave is of utmost urgency. However, before Shiba can leave on this mission, he is attacked by a soldier from the evil organization Demon Card, forcing him to transfer the power of Rave to Haru. With the fate of humankind resting on his shoulders, the new Rave Master begins his quest to find the scattered Rave fragments.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/255624l.jpg,https://myanimelist.net/manga/14/Rave,Rave Master
